train_id,old_train,day_week,departure_station,departure_time,arrival_id,arrival_time,circulation,country,route_id,travel_time,d_station_group,a_station_group,d_station_group,Heavy,Electric,Diesel,H_E,H_D,N_E,loco_metatype,loco_req
630,PL050PL032,6,PL050,43869.00833,PL032,43869.28542,2,,R011,,,,,,,,,,,H_E,Type5
631,PL024PL094,6,PL024,43869.00972,PL094,43869.04097,2,,R150,,,,,,,,,,,N_E,Type8
632,PL071PL020,6,PL071,43869.02292,PL020,43869.12986,2,,R069,,,,,,,,,,,N_E,Type8
633,PL007PL006,6,PL007,43869.02708,PL006,43869.25972,2,,R035,,,,,,,,,,,N_E,Type8
634,PL032PL094,6,PL032,43869.04931,PL094,43869.19583,2,,R015,,,,,,,,,,,0,Type3
635,PL017PL020,6,PL017,43869.05764,PL020,43869.12569,2,,R024,,,,,,,,,,,N_E,Type8
636,PL020PL016,6,PL020,43869.06667,PL016,43869.08333,2,,R022,,,,,,,,,,,N_D,Type6
637,PL048PL050,6,PL048,43869.08056,PL050,43869.275,2,,R078,,,,,,,,,,,H_E,Type5
638,PL032PL050,6,PL032,43869.10417,PL050,43869.34931,2,,R011,,,,,,,,,,,H_E,Type5
639,PL031PL015,6,PL031,43869.125,PL015,43869.15417,2,,R128,,,,,,,,,,,H_E,Type5
640,PL012PL020,6,PL012,43869.125,PL020,43869.14097,2,,R081,,,,,,,,,,,N_D,Type6
641,PL020PL006,6,PL020,43869.14375,PL006,43869.47222,2,,R054,,,,,,,,,,,N_E,Type8
642,PL094PL032,6,PL094,43869.15903,PL032,43869.3,2,,R015,,,,,,,,,,,0,Type3
643,PL013PL006,6,PL013,43869.1625,PL006,43869.31181,2,,R059,,,,,,,,,,,N_D,Type6
644,PL008PL022,6,PL008,43869.16667,PL022,43869.24931,2,,R127,,,,,,,,,,,N_D,Type6
645,PL058PL094,6,PL058,43869.17014,PL094,43869.21319,2,,R102,,,,,,,,,,,N_D,Type6
646,PL032PL094,6,PL032,43869.1875,PL094,43869.32708,2,,R015,,,,,,,,,,,0,Type3
647,PL026PL003,6,PL026,43869.19722,PL003,43869.27292,2,,R027,,,,,,,,,,,H_E,Type5
648,PL033PL003,6,PL033,43869.21528,PL003,43869.24028,2,,R048,,,,,,,,,,,N_D,Type7
649,PL007PL094,6,PL007,43869.21736,PL094,43869.46597,2,,R039,,,,,,,,,,,N_E,Type8
650,PL032PL094,6,PL032,43869.22222,PL094,43869.33819,2,,R015,,,,,,,,,,,0,Type3
651,PL016PL020,6,PL016,43869.22361,PL020,43869.24028,2,,R022,,,,,,,,,,,N_D,Type6
652,PL094PL011,6,PL094,43869.24306,PL011,43869.24931,2,,R038,,,,,,,,,,,N_D,Type6
653,PL015PL011,6,PL015,43869.24653,PL011,43869.53819,2,,R123,,,,,,,,,,,H_E,Type5
654,PL020PL017,6,PL020,43869.25,PL017,43869.30486,2,,R024,,,,,,,,,,,N_E,Type8
655,PL026PL020,6,PL026,43869.25,PL020,43869.65278,2,,R092,,,,,,,,,,,H_E,Type5
656,PL003PL026,6,PL003,43869.26944,PL026,43869.33403,2,,R027,,,,,,,,,,,H_E,Type5
657,PL094PL011,6,PL094,43869.27917,PL011,43869.28472,2,,R038,,,,,,,,,,,0,Type3
658,PL035PL020,6,PL035,43869.28819,PL020,43869.55486,2,,R094,,,,,,,,,,,H_D,Type4
659,PL050PL032,6,PL050,43869.28889,PL032,43869.56528,2,,R011,,,,,,,,,,,H_E,Type5
660,PL032PL050,6,PL032,43869.3375,PL050,43869.59653,2,,R011,,,,,,,,,,,H_E,Type5
661,PL026PL003,6,PL026,43869.34167,PL003,43869.425,2,,R027,,,,,,,,,,,H_E,Type5
662,PL050PL048,6,PL050,43869.36319,PL048,43869.58611,2,,R078,,,,,,,,,,,H_E,Type5
663,PL020PL076,6,PL020,43869.375,PL076,43869.41667,2,,R051,,,,,,,,,,,N_D,Type6
664,PL006PL007,6,PL006,43869.37847,PL007,43869.56944,2,,R035,,,,,,,,,,,N_E,Type8
665,PL003PL026,6,PL003,43869.38194,PL026,43869.46597,2,,R027,,,,,,,,,,,H_E,Type5
666,PL094PL029,6,PL094,43869.38542,PL029,43869.39792,2,,R053,,,,,,,,,,,N_D,Type6
667,PL035PL020,6,PL035,43869.39028,PL020,43869.53125,2,,R094,,,,,,,,,,,H_D,Type4
668,PL011PL094,6,PL011,43869.40625,PL094,43869.41181,2,,R038,,,,,,,,,,,0,Type3
669,PL094PL007,6,PL094,43869.40833,PL007,43869.59931,2,,R039,,,,,,,,,,,N_E,Type8
670,PL008PL016,6,PL008,43869.41667,PL016,43869.5625,2,,R067,,,,,,,,,,,H_D,Type4
671,PL084PL010,6,PL084,43869.41667,PL010,43869.75,2,,R042,,,,,,,,,,,H_E,Type5
672,PL019PL022,6,PL019,43869.41667,PL022,43869.5,2,,R043,,,,,,,,,,,N_D,Type6
673,PL011PL032,6,PL011,43869.41736,PL032,43869.55625,2,,R052,,,,,,,,,,,0,Type3
674,PL002PL013,6,PL002,43869.41875,PL013,43869.51597,2,,R055,,,,,,,,,,,N_D,Type6
675,PL017PL022,6,PL017,43869.43611,PL022,43869.4875,2,,R068,,,,,,,,,,,N_E,Type8
676,PL003PL022,6,PL003,43869.45139,PL022,43869.59514,2,,R060,,,,,,,,,,,N_E,Type8
677,PL015PL101,6,PL015,43869.4625,PL101,43869.65,2,,R101,,,,,,,,,,,H_E,Type5
678,PL003PL033,6,PL003,43869.47014,PL033,43869.49167,2,,R048,,,,,,,,,,,H_E,Type5
679,PL015PL077,6,PL015,43869.5,PL077,43869.90625,2,,R145,,,,,,,,,,,H_E,Type5
680,PL076PL020,6,PL076,43869.5,PL020,43869.54167,2,,R051,,,,,,,,,,,N_D,Type6
681,PL032PL011,6,PL032,43869.5,PL011,43869.63194,2,,R052,,,,,,,,,,,H_E,Type5
682,PL094PL011,6,PL094,43869.54167,PL011,43869.55,2,,R038,,,,,,,,,,,0,Type3
683,PL029PL094,6,PL029,43869.54861,PL094,43869.55903,2,,R053,,,,,,,,,,,N_D,Type6
684,PL032PL094,6,PL032,43869.55694,PL094,43869.73264,2,,R015,,,,,,,,,,,0,Type3
685,PL006PL020,6,PL006,43869.55903,PL020,43869.86111,2,,R054,,,,,,,,,,,N_E,Type8
686,PL013PL002,6,PL013,43869.5875,PL002,43869.70694,2,,R055,,,,,,,,,,,N_D,Type6
687,PL050PL034,6,PL050,43869.61042,PL034,43869.7,2,,R071,,,,,,,,,,,H_E,Type5
688,PL007PL011,6,PL007,43869.61111,PL011,43869.79931,2,,R172,,,,,,,,,,,N_E,Type8
689,PL106PL083,6,PL106,43869.61458,PL083,43869.97222,2,,R176,,,,,,,,,,,H_E,Type5
690,PL094PL032,6,PL094,43869.64236,PL032,43869.78611,2,,R015,,,,,,,,,,,0,Type3
691,PL101PL107,6,PL101,43869.66319,PL107,43869.87917,2,,R177,,,,,,,,,,,H_E,Type5
692,PL115PL010,6,PL115,43869.66667,PL010,43869.73958,2,,R160,,,,,,,,,,,H_D,Type4
693,PL033PL003,6,PL033,43869.67431,PL003,43869.69583,2,,R048,,,,,,,,,,,H_E,Type5
694,PL011PL094,6,PL011,43869.68403,PL094,43869.69028,2,,R038,,,,,,,,,,,N_D,Type6
695,PL006PL013,6,PL006,43869.6875,PL013,43869.80486,2,,R059,,,,,,,,,,,N_D,Type6
696,PL022PL003,6,PL022,43869.70139,PL003,43869.87014,2,,R060,,,,,,,,,,,N_E,Type8
697,PL011PL094,6,PL011,43869.71597,PL094,43869.72153,2,,R038,,,,,,,,,,,0,Type3
698,PL003PL026,6,PL003,43869.72361,PL026,43869.80486,2,,R027,,,,,,,,,,,H_E,Type5
