train_id,old_train,day_week,departure_station,departure_time,arrival_id,arrival_time,circulation,country,route_id,travel_time,d_station_group,a_station_group,d_station_group,Heavy,Electric,Diesel,H_E,H_D,N_E,loco_metatype,loco_req
1,PL050PL032,6,PL050,43862.00833,PL032,43862.28542,1,,R011,,,,,,,,,,,H_E,Type5
2,PL024PL094,6,PL024,43862.00972,PL094,43862.04097,1,,R150,,,,,,,,,,,N_E,Type8
3,PL071PL020,6,PL071,43862.02292,PL020,43862.12986,1,,R069,,,,,,,,,,,N_E,Type8
4,PL007PL006,6,PL007,43862.02708,PL006,43862.25972,1,,R035,,,,,,,,,,,N_E,Type8
5,PL032PL094,6,PL032,43862.04931,PL094,43862.19583,1,,R015,,,,,,,,,,,0,Type3
6,PL057PL059,6,PL057,43862.05208,PL059,43862.41667,1,,R115,,,,,,,,,,,H_D,Type4
7,PL057PL094,6,PL057,43862.05347,PL094,43862.45833,1,,R137,,,,,,,,,,,N_E,Type8
8,PL017PL020,6,PL017,43862.05764,PL020,43862.12569,1,,R024,,,,,,,,,,,N_E,Type8
9,PL007PL002,6,PL007,43862.05833,PL002,43862.32431,1,,R098,,,,,,,,,,,N_E,Type8
10,PL020PL016,6,PL020,43862.06667,PL016,43862.08333,1,,R022,,,,,,,,,,,N_D,Type6
11,PL032PL050,6,PL032,43862.10417,PL050,43862.34931,1,,R011,,,,,,,,,,,H_E,Type5
12,PL031PL015,6,PL031,43862.11111,PL015,43862.14375,1,,R128,,,,,,,,,,,H_E,Type5
13,PL012PL020,6,PL012,43862.125,PL020,43862.14097,1,,R081,,,,,,,,,,,N_D,Type6
14,PL020PL006,6,PL020,43862.14375,PL006,43862.47222,1,,R054,,,,,,,,,,,N_E,Type8
15,PL094PL032,6,PL094,43862.15903,PL032,43862.3,1,,R015,,,,,,,,,,,0,Type3
16,PL013PL006,6,PL013,43862.1625,PL006,43862.31181,1,,R059,,,,,,,,,,,N_D,Type6
17,PL008PL022,6,PL008,43862.16667,PL022,43862.24931,1,,R127,,,,,,,,,,,N_D,Type6
18,PL032PL094,6,PL032,43862.1875,PL094,43862.32569,1,,R015,,,,,,,,,,,0,Type3
19,PL026PL003,6,PL026,43862.19722,PL003,43862.27292,1,,R027,,,,,,,,,,,H_E,Type5
20,PL058PL094,6,PL058,43862.21181,PL094,43862.25764,1,,R102,,,,,,,,,,,N_D,Type6
21,PL033PL003,6,PL033,43862.21528,PL003,43862.24028,1,,R048,,,,,,,,,,,N_D,Type7
22,PL015PL011,6,PL015,43862.21528,PL011,43862.53889,1,,R123,,,,,,,,,,,H_E,Type5
23,PL032PL094,6,PL032,43862.22222,PL094,43862.33819,1,,R015,,,,,,,,,,,0,Type3
24,PL016PL020,6,PL016,43862.22361,PL020,43862.24028,1,,R022,,,,,,,,,,,N_D,Type6
25,PL094PL011,6,PL094,43862.24306,PL011,43862.24931,1,,R038,,,,,,,,,,,N_D,Type6
26,PL020PL017,6,PL020,43862.25,PL017,43862.30486,1,,R024,,,,,,,,,,,N_E,Type8
27,PL003PL026,6,PL003,43862.26944,PL026,43862.33403,1,,R027,,,,,,,,,,,H_E,Type5
28,PL094PL011,6,PL094,43862.27917,PL011,43862.28472,1,,R038,,,,,,,,,,,0,Type3
29,PL035PL020,6,PL035,43862.28819,PL020,43862.55486,1,,R094,,,,,,,,,,,H_D,Type4
30,PL032PL050,6,PL032,43862.3375,PL050,43862.59653,1,,R011,,,,,,,,,,,H_E,Type5
31,PL026PL003,6,PL026,43862.34167,PL003,43862.425,1,,R027,,,,,,,,,,,H_E,Type5
32,PL022PL023,6,PL022,43862.35417,PL023,43862.39583,1,,R041,,,,,,,,,,,N_D,Type6
33,PL050PL048,6,PL050,43862.36319,PL048,43862.58611,1,,R078,,,,,,,,,,,H_E,Type5
34,PL020PL076,6,PL020,43862.375,PL076,43862.41667,1,,R051,,,,,,,,,,,N_D,Type6
35,PL032PL094,6,PL032,43862.375,PL094,43862.54167,1,,R015,,,,,,,,,,,0,Type3
36,PL006PL007,6,PL006,43862.37847,PL007,43862.56944,1,,R035,,,,,,,,,,,N_E,Type8
37,PL094PL029,6,PL094,43862.38542,PL029,43862.39792,1,,R053,,,,,,,,,,,N_D,Type6
38,PL007PL094,6,PL007,43862.39861,PL094,43862.57708,1,,R039,,,,,,,,,,,N_E,Type8
39,PL011PL094,6,PL011,43862.40625,PL094,43862.41181,1,,R038,,,,,,,,,,,0,Type3
40,PL003PL026,6,PL003,43862.40625,PL026,43862.48958,1,,R027,,,,,,,,,,,H_E,Type5
41,PL094PL007,6,PL094,43862.40833,PL007,43862.59931,1,,R039,,,,,,,,,,,N_E,Type8
42,PL017PL022,6,PL017,43862.41667,PL022,43862.46806,1,,R068,,,,,,,,,,,N_E,Type8
43,PL023PL022,6,PL023,43862.41667,PL022,43862.45833,1,,R041,,,,,,,,,,,N_D,Type6
44,PL084PL010,6,PL084,43862.41667,PL010,43862.75,1,,R042,,,,,,,,,,,H_E,Type5
45,PL019PL022,6,PL019,43862.41667,PL022,43862.5,1,,R043,,,,,,,,,,,N_D,Type6
46,PL011PL032,6,PL011,43862.41736,PL032,43862.55625,1,,R052,,,,,,,,,,,0,Type3
47,PL002PL013,6,PL002,43862.41875,PL013,43862.51597,1,,R055,,,,,,,,,,,N_D,Type6
48,PL008PL016,6,PL008,43862.42083,PL016,43862.47986,1,,R067,,,,,,,,,,,0,Type1
49,PL003PL022,6,PL003,43862.45139,PL022,43862.59514,1,,R060,,,,,,,,,,,N_E,Type8
50,PL003PL033,6,PL003,43862.47014,PL033,43862.49167,1,,R048,,,,,,,,,,,H_E,Type5
51,PL015PL101,6,PL015,43862.47569,PL101,43862.72639,1,,R101,,,,,,,,,,,H_E,Type5
52,PL015PL077,6,PL015,43862.5,PL077,43862.90625,1,,R145,,,,,,,,,,,H_E,Type5
53,PL076PL020,6,PL076,43862.5,PL020,43862.54167,1,,R051,,,,,,,,,,,N_D,Type6
54,PL032PL011,6,PL032,43862.5,PL011,43862.63194,1,,R052,,,,,,,,,,,H_E,Type5
55,PL094PL011,6,PL094,43862.54167,PL011,43862.55,1,,R038,,,,,,,,,,,0,Type3
56,PL029PL094,6,PL029,43862.54861,PL094,43862.55903,1,,R053,,,,,,,,,,,N_D,Type6
57,PL006PL020,6,PL006,43862.55903,PL020,43862.86111,1,,R054,,,,,,,,,,,N_E,Type8
58,PL032PL094,6,PL032,43862.58333,PL094,43862.72431,1,,R015,,,,,,,,,,,0,Type3
59,PL013PL002,6,PL013,43862.5875,PL002,43862.70694,1,,R055,,,,,,,,,,,N_D,Type6
60,PL050PL034,6,PL050,43862.61042,PL034,43862.7,1,,R071,,,,,,,,,,,H_E,Type5
61,PL007PL011,6,PL007,43862.61111,PL011,43862.79931,1,,R172,,,,,,,,,,,N_E,Type8
62,PL094PL005,6,PL094,43862.66875,PL005,43862.79792,1,,R091,,,,,,,,,,,N_E,Type8
63,PL094PL032,6,PL094,43862.67222,PL032,43862.78611,1,,R015,,,,,,,,,,,0,Type3
64,PL033PL003,6,PL033,43862.67431,PL003,43862.69583,1,,R048,,,,,,,,,,,H_E,Type5
65,PL011PL094,6,PL011,43862.68403,PL094,43862.69028,1,,R038,,,,,,,,,,,N_D,Type6
66,PL006PL013,6,PL006,43862.6875,PL013,43862.80486,1,,R059,,,,,,,,,,,N_D,Type6
67,PL022PL003,6,PL022,43862.69792,PL003,43862.87153,1,,R060,,,,,,,,,,,N_E,Type8
68,PL011PL094,6,PL011,43862.71597,PL094,43862.72153,1,,R038,,,,,,,,,,,0,Type3
69,PL003PL026,6,PL003,43862.72361,PL026,43862.80486,1,,R027,,,,,,,,,,,H_E,Type5
70,PL007PL002,6,PL007,43862.73472,PL002,43862.96806,1,,R098,,,,,,,,,,,N_E,Type8
71,PL101PL045,6,PL101,43862.74028,PL045,43862.97847,1,,R096,,,,,,,,,,,H_E,Type5
72,PL005PL032,6,PL005,43862.80208,PL032,43862.81736,1,,R089,,,,,,,,,,,N_E,Type8
73,PL037PL011,6,PL037,43862.82917,PL011,43863.04375,1,,R070,,,,,,,,,,,H_E,Type5
74,PL094PL011,6,PL094,43862.84028,PL011,43862.84861,1,,R038,,,,,,,,,,,0,Type3
75,PL071PL047,6,PL071,43862.85903,PL047,43862.96944,1,,R066,,,,,,,,,,,N_E,Type8
76,PL016PL008,6,PL016,43862.87083,PL008,43862.92708,1,,R067,,,,,,,,,,,0,Type1
77,PL022PL017,6,PL022,43862.875,PL017,43862.91528,1,,R068,,,,,,,,,,,N_E,Type8
78,PL013PL006,6,PL013,43862.88542,PL006,43862.99306,1,,R059,,,,,,,,,,,N_D,Type6
79,PL020PL071,6,PL020,43862.89722,PL071,43863.02153,1,,R069,,,,,,,,,,,N_E,Type8
80,PL011PL037,6,PL011,43862.90417,PL037,43863.225,1,,R070,,,,,,,,,,,H_E,Type5
81,PL034PL050,6,PL034,43862.90972,PL050,43862.99722,1,,R071,,,,,,,,,,,H_E,Type5
82,PL102PL026,6,PL102,43862.91667,PL026,43863.16528,1,,R084,,,,,,,,,,,H_E,Type5
83,PL030PL094,6,PL030,43862.92431,PL094,43863.19375,1,,R085,,,,,,,,,,,H_E,Type5
84,PL077PL034,6,PL077,43862.92708,PL034,43863.16667,1,,R074,,,,,,,,,,,H_E,Type5
85,PL003PL033,6,PL003,43862.93819,PL033,43862.96528,1,,R048,,,,,,,,,,,N_D,Type7
86,PL094PL015,6,PL094,43862.94375,PL015,43863.19167,1,,R097,,,,,,,,,,,H_E,Type5
87,PL006PL013,6,PL006,43862.95764,PL013,43863.05694,1,,R059,,,,,,,,,,,N_D,Type6
88,PL024PL032,6,PL024,43862.95833,PL032,43863.16667,1,,R083,,,,,,,,,,,N_E,Type8
89,PL011PL094,6,PL011,43862.97917,PL094,43862.98472,1,,R038,,,,,,,,,,,0,Type3
90,PL047PL006,6,PL047,43862.98333,PL006,43863.30208,1,,R077,,,,,,,,,,,N_E,Type8
91,PL050PL032,7,PL050,43863.01111,PL032,43863.28542,1,,R011,,,,,,,,,,,H_E,Type5
92,PL094PL007,7,PL094,43863.03194,PL007,43863.33194,1,,R039,,,,,,,,,,,N_E,Type8
93,PL017PL020,7,PL017,43863.05764,PL020,43863.12569,1,,R024,,,,,,,,,,,N_E,Type8
94,PL026PL003,7,PL026,43863.06667,PL003,43863.13472,1,,R027,,,,,,,,,,,H_E,Type5
95,PL048PL050,7,PL048,43863.08056,PL050,43863.275,1,,R078,,,,,,,,,,,H_E,Type5
96,PL032PL050,7,PL032,43863.10417,PL050,43863.34931,1,,R011,,,,,,,,,,,H_E,Type5
97,PL013PL006,7,PL013,43863.1625,PL006,43863.31181,1,,R059,,,,,,,,,,,N_D,Type6
98,PL011PL045,7,PL011,43863.16667,PL045,43863.41319,1,,R100,,,,,,,,,,,H_E,Type5
99,PL094PL005,7,PL094,43863.17639,PL005,43863.27986,1,,R091,,,,,,,,,,,H_E,Type5
100,PL026PL003,7,PL026,43863.19722,PL003,43863.27292,1,,R027,,,,,,,,,,,H_E,Type5
101,PL003PL047,7,PL003,43863.20417,PL047,43863.48264,1,,R174,,,,,,,,,,,N_E,Type8
102,PL094PL007,7,PL094,43863.20833,PL007,43863.39375,1,,R039,,,,,,,,,,,N_E,Type8
103,PL032PL094,7,PL032,43863.20833,PL094,43863.32431,1,,R015,,,,,,,,,,,H_E,Type5
104,PL033PL003,7,PL033,43863.21528,PL003,43863.24028,1,,R048,,,,,,,,,,,N_D,Type7
105,PL020PL012,7,PL020,43863.22917,PL012,43863.24028,1,,R081,,,,,,,,,,,N_D,Type6
106,PL006PL007,7,PL006,43863.23333,PL007,43863.45,1,,R035,,,,,,,,,,,N_E,Type8
107,PL026PL020,7,PL026,43863.24444,PL020,43863.64167,1,,R092,,,,,,,,,,,H_E,Type5
108,PL020PL017,7,PL020,43863.25,PL017,43863.30486,1,,R024,,,,,,,,,,,N_E,Type8
109,PL050PL032,7,PL050,43863.28889,PL032,43863.56528,1,,R011,,,,,,,,,,,H_E,Type5
110,PL032PL024,7,PL032,43863.29167,PL024,43863.5,1,,R083,,,,,,,,,,,N_E,Type8
111,PL005PL032,7,PL005,43863.29375,PL032,43863.30903,1,,R089,,,,,,,,,,,H_E,Type5
112,PL026PL102,7,PL026,43863.33333,PL102,43863.56389,1,,R084,,,,,,,,,,,H_E,Type5
113,PL032PL050,7,PL032,43863.3375,PL050,43863.59653,1,,R011,,,,,,,,,,,H_E,Type5
114,PL007PL006,7,PL007,43863.34931,PL006,43863.54028,1,,R035,,,,,,,,,,,N_E,Type8
115,PL050PL048,7,PL050,43863.36319,PL048,43863.58611,1,,R078,,,,,,,,,,,H_E,Type5
116,PL094PL030,7,PL094,43863.38819,PL030,43863.65486,1,,R085,,,,,,,,,,,H_E,Type5
117,PL003PL026,7,PL003,43863.40625,PL026,43863.48958,1,,R027,,,,,,,,,,,H_E,Type5
118,PL011PL094,7,PL011,43863.40625,PL094,43863.41181,1,,R038,,,,,,,,,,,0,Type3
119,PL006PL020,7,PL006,43863.41319,PL020,43863.76667,1,,R054,,,,,,,,,,,N_E,Type8
120,PL094PL032,7,PL094,43863.41597,PL032,43863.52222,1,,R015,,,,,,,,,,,H_E,Type5
121,PL017PL022,7,PL017,43863.41667,PL022,43863.46806,1,,R068,,,,,,,,,,,N_E,Type8
122,PL008PL016,7,PL008,43863.41667,PL016,43863.5625,1,,R067,,,,,,,,,,,H_D,Type4
123,PL002PL013,7,PL002,43863.41875,PL013,43863.51597,1,,R055,,,,,,,,,,,N_D,Type6
124,PL035PL020,7,PL035,43863.42361,PL020,43863.53194,1,,R094,,,,,,,,,,,H_D,Type4
125,PL007PL002,7,PL007,43863.42917,PL002,43863.66875,1,,R098,,,,,,,,,,,N_E,Type8
126,PL003PL022,7,PL003,43863.45139,PL022,43863.59514,1,,R060,,,,,,,,,,,N_E,Type8
127,PL007PL094,7,PL007,43863.46597,PL094,43863.68542,1,,R039,,,,,,,,,,,N_E,Type8
128,PL094PL003,7,PL094,43863.48264,PL003,43863.65069,1,,R090,,,,,,,,,,,H_E,Type5
129,PL011PL032,7,PL011,43863.48264,PL032,43863.62083,1,,R052,,,,,,,,,,,H_E,Type5
130,PL047PL012,7,PL047,43863.51319,PL012,43863.52431,1,,R173,,,,,,,,,,,N_D,Type6
131,PL006PL020,7,PL006,43863.55903,PL020,43863.86111,1,,R054,,,,,,,,,,,N_E,Type8
132,PL003PL045,7,PL003,43863.56528,PL045,43863.58819,1,,R135,,,,,,,,,,,N_D,Type7
133,PL011PL032,7,PL011,43863.58472,PL032,43863.72222,1,,R052,,,,,,,,,,,0,Type3
134,PL013PL002,7,PL013,43863.5875,PL002,43863.70694,1,,R055,,,,,,,,,,,N_D,Type6
135,PL050PL034,7,PL050,43863.61042,PL034,43863.7,1,,R071,,,,,,,,,,,H_E,Type5
136,PL006PL013,7,PL006,43863.6875,PL013,43863.80486,1,,R059,,,,,,,,,,,N_D,Type6
