train_id,old_train,day_week,departure_station,departure_time,arrival_id,arrival_time,circulation,country,route_id,travel_time,d_station_group,a_station_group,d_station_group,Heavy,Electric,Diesel,H_E,H_D,N_E,loco_metatype,loco_req
1240,PL050PL032,6,PL050,43876.01042,PL032,43876.28542,3,,R011,,,,,,,,,,,H_E,Type5
1241,PL071PL020,6,PL071,43876.02292,PL020,43876.12986,3,,R069,,,,,,,,,,,N_E,Type8
1242,PL007PL006,6,PL007,43876.02708,PL006,43876.25972,3,,R035,,,,,,,,,,,N_E,Type8
1243,PL032PL094,6,PL032,43876.04931,PL094,43876.19583,3,,R015,,,,,,,,,,,0,Type3
1244,PL094PL030,6,PL094,43876.05486,PL030,43876.23958,3,,R085,,,,,,,,,,,H_E,Type5
1245,PL017PL020,6,PL017,43876.05764,PL020,43876.12569,3,,R024,,,,,,,,,,,N_E,Type8
1246,PL020PL016,6,PL020,43876.06667,PL016,43876.08333,3,,R022,,,,,,,,,,,N_D,Type6
1247,PL048PL050,6,PL048,43876.08056,PL050,43876.275,3,,R078,,,,,,,,,,,H_E,Type5
1248,PL032PL050,6,PL032,43876.10417,PL050,43876.34931,3,,R011,,,,,,,,,,,H_E,Type5
1249,PL012PL020,6,PL012,43876.125,PL020,43876.14097,3,,R081,,,,,,,,,,,N_D,Type6
1250,PL031PL015,6,PL031,43876.125,PL015,43876.15417,3,,R128,,,,,,,,,,,H_E,Type5
1251,PL020PL006,6,PL020,43876.14375,PL006,43876.47222,3,,R054,,,,,,,,,,,N_E,Type8
1252,PL013PL006,6,PL013,43876.1625,PL006,43876.31181,3,,R059,,,,,,,,,,,N_D,Type6
1253,PL008PL022,6,PL008,43876.16667,PL022,43876.24931,3,,R127,,,,,,,,,,,N_D,Type6
1254,PL058PL094,6,PL058,43876.17014,PL094,43876.21319,3,,R102,,,,,,,,,,,N_D,Type6
1255,PL032PL094,6,PL032,43876.1875,PL094,43876.32708,3,,R015,,,,,,,,,,,0,Type3
1256,PL026PL003,6,PL026,43876.19722,PL003,43876.27292,3,,R027,,,,,,,,,,,H_E,Type5
